DateTime,Shot Type,PowerPlay,XLocation,YLocation
2016-01-09T18:00:00Z,Wrist Shot,FALSE,82,9
2016-01-09T18:00:00Z,Wrist Shot,TRUE,-73,1
2016-01-11T00:00:00Z,Wrist Shot,FALSE,57,19
2016-01-11T00:00:00Z,Wrist Shot,TRUE,-76,-1
2016-01-17T22:00:00Z,Wrist Shot,FALSE,-56,-15
2016-01-20T00:00:00Z,Snap Shot,FALSE,-63,-22
2016-02-05T00:30:00Z,Slap Shot,TRUE,-57,-1
2016-02-06T18:00:00Z,Backhand,TRUE,-82,-8
2016-02-07T17:00:00Z,Tip-In,TRUE,75,3
2016-02-10T01:00:00Z,Wrist Shot,FALSE,-75,1
2016-02-12T01:00:00Z,Wrist Shot,TRUE,-67,-12
2016-02-12T01:00:00Z,Wrist Shot,FALSE,-84,-3
2016-02-12T01:00:00Z,Wrist Shot,TRUE,-78,4
2016-02-14T01:00:00Z,Slap Shot,FALSE,69,22
2016-02-19T00:00:00Z,Wrist Shot,TRUE,-77,12
2016-02-19T00:00:00Z,Snap Shot,FALSE,-59,-15
2016-02-21T00:00:00Z,Wrist Shot,TRUE,-78,-9
2016-02-23T00:00:00Z,Wrist Shot,TRUE,-60,-28
2016-02-27T00:00:00Z,Slap Shot,FALSE,-67,-29
2016-03-03T00:00:00Z,Slap Shot,TRUE,-68,-18
2016-03-15T23:00:00Z,Wrist Shot,TRUE,71,-9
2016-03-22T23:30:00Z,Snap Shot,FALSE,-77,-8
2016-03-31T00:00:00Z,Snap Shot,FALSE,60,27
2016-04-02T01:00:00Z,Snap Shot,FALSE,-87,-5
2016-04-05T23:00:00Z,Wrist Shot,TRUE,-79,35
2016-04-05T23:00:00Z,Wrist Shot,TRUE,-78,8
2016-04-10T00:00:00Z,Wrist Shot,TRUE,-82,-14
2016-04-10T00:00:00Z,Wrist Shot,TRUE,-65,1
2016-04-10T00:00:00Z,Slap Shot,TRUE,-83,-16
2016-04-16T23:00:00Z,Slap Shot,FALSE,60,20
2016-04-18T23:00:00Z,Snap Shot,TRUE,-46,15
2016-04-18T23:00:00Z,Slap Shot,FALSE,54,21
2016-05-03T00:00:00Z,Wrist Shot,TRUE,-52,-25
2016-05-07T23:15:00Z,Slap Shot,FALSE,-49,-10
2016-10-09T21:00:00Z,Slap Shot,FALSE,56,25
2016-10-18T23:00:00Z,Slap Shot,FALSE,-73,-25
2016-10-20T23:30:00Z,Tip-In,TRUE,66,3
2016-10-22T23:00:00Z,Snap Shot,TRUE,-59,16
2016-10-27T01:30:00Z,Wrist Shot,TRUE,-81,-2
2016-11-03T23:00:00Z,Backhand,TRUE,78,-3
2016-11-03T23:00:00Z,Slap Shot,FALSE,63,23
2016-11-05T23:00:00Z,Tip-In,TRUE,-78,4
2016-11-17T00:30:00Z,Wrist Shot,TRUE,-81,3
2016-11-20T17:30:00Z,Wrist Shot,FALSE,75,22
2016-11-24T00:00:00Z,Snap Shot,FALSE,-62,-18
2016-11-24T00:00:00Z,Slap Shot,TRUE,62,27
2016-11-24T00:00:00Z,Wrist Shot,TRUE,-60,-19
2016-12-11T22:00:00Z,Wrist Shot,FALSE,-70,-23
2016-12-17T00:30:00Z,Wrist Shot,FALSE,-44,-11
2016-12-24T00:00:00Z,Backhand,TRUE,75,1
2016-12-28T00:00:00Z,Backhand,TRUE,-79,2
2016-12-31T18:00:00Z,Wrist Shot,TRUE,81,9
2017-01-04T00:00:00Z,Snap Shot,TRUE,79,13
2017-01-10T00:30:00Z,Snap Shot,FALSE,48,19
2017-01-12T01:00:00Z,Wrist Shot,TRUE,-67,17
2017-01-12T01:00:00Z,Slap Shot,FALSE,61,24
2017-01-22T01:00:00Z,Slap Shot,FALSE,57,29
2017-01-27T00:00:00Z,Backhand,TRUE,-80,-3
2017-02-01T00:00:00Z,Slap Shot,TRUE,-31,-13
2017-02-02T01:00:00Z,Snap Shot,FALSE,56,17
2017-02-08T00:00:00Z,Snap Shot,FALSE,-60,-23
2017-02-19T17:30:00Z,Wrist Shot,FALSE,-65,-18
2017-03-14T23:00:00Z,Wrist Shot,TRUE,66,20
2017-03-21T23:00:00Z,Wrist Shot,FALSE,-70,-21
2017-03-25T23:00:00Z,Wrist Shot,FALSE,-67,-19
2017-03-29T00:00:00Z,Wrist Shot,FALSE,-76,-27
2017-03-29T00:00:00Z,Slap Shot,FALSE,-60,-29
2017-03-29T00:00:00Z,Wrist Shot,FALSE,55,17
2017-04-15T23:00:00Z,Wrist Shot,FALSE,68,21
2017-04-17T23:00:00Z,Snap Shot,TRUE,69,12
2017-04-19T23:00:00Z,Slap Shot,FALSE,66,22
2017-04-27T23:30:00Z,Wrist Shot,TRUE,54,13
2017-05-06T23:15:00Z,Wrist Shot,TRUE,-70,6
2018-01-03T00:00:00Z,Backhand,TRUE,81,-2
2018-01-03T00:00:00Z,Snap Shot,TRUE,-65,12
2018-01-07T20:00:00Z,Slap Shot,FALSE,-61,-25
2018-01-13T00:30:00Z,Slap Shot,TRUE,-59,-22
2018-01-21T17:30:00Z,Slap Shot,FALSE,55,25
2018-01-26T00:30:00Z,Tip-In,TRUE,-74,-13
2018-02-03T00:00:00Z,Wrist Shot,TRUE,-80,3
2018-02-03T00:00:00Z,Snap Shot,TRUE,-79,-19
2018-02-11T20:00:00Z,Slap Shot,FALSE,-61,-27
2018-02-16T01:00:00Z,Wrist Shot,TRUE,-58,19
2018-02-19T20:00:00Z,Deflected,TRUE,82,5
2018-02-21T00:00:00Z,Snap Shot,TRUE,-67,-20
2018-02-25T00:00:00Z,Snap Shot,FALSE,-60,-16
2018-02-25T00:00:00Z,Tip-In,TRUE,-77,0
2018-02-27T00:00:00Z,Slap Shot,FALSE,-46,-23
2018-03-04T01:00:00Z,Wrist Shot,TRUE,77,4
2018-03-12T23:00:00Z,Wrist Shot,FALSE,-57,-20
2018-03-12T23:00:00Z,Wrist Shot,TRUE,85,8
2018-03-18T21:00:00Z,Tip-In,TRUE,-81,-3
2018-03-20T23:00:00Z,Slap Shot,FALSE,48,22
2018-03-26T23:30:00Z,Slap Shot,FALSE,61,18
2018-04-03T00:00:00Z,Wrist Shot,FALSE,-23,-24
2018-04-05T23:00:00Z,Snap Shot,FALSE,58,22
2018-04-07T23:00:00Z,Slap Shot,TRUE,-71,-23
2018-04-07T23:00:00Z,Slap Shot,TRUE,-54,22
2018-04-15T23:30:00Z,Wrist Shot,FALSE,-57,-19
2018-04-15T23:30:00Z,Snap Shot,FALSE,81,24
2018-04-19T23:30:00Z,Wrist Shot,TRUE,-64,9
2018-04-23T23:30:00Z,Backhand,TRUE,76,1
2018-04-23T23:30:00Z,Slap Shot,FALSE,59,23
2018-04-26T23:00:00Z,Snap Shot,TRUE,-59,-17
2018-04-29T19:00:00Z,Wrist Shot,TRUE,-50,-8
2018-05-01T23:30:00Z,Wrist Shot,TRUE,-78,1
2018-05-12T00:00:00Z,Slap Shot,FALSE,-42,-3
2018-05-14T00:00:00Z,Wrist Shot,TRUE,-68,-12
2018-05-19T23:15:00Z,Slap Shot,TRUE,-42,-20
2018-05-24T00:00:00Z,Slap Shot,TRUE,-41,-22
2018-05-31T00:00:00Z,Snap Shot,FALSE,-81,-14
2018-06-03T00:00:00Z,Backhand,TRUE,79,5
2018-06-08T00:00:00Z,Slap Shot,FALSE,-82,-26
2019-01-04T01:00:00Z,Wrist Shot,TRUE,-64,18
2019-01-11T00:00:00Z,Wrist Shot,TRUE,69,17
2019-01-11T00:00:00Z,Wrist Shot,TRUE,75,-9
2019-01-15T00:00:00Z,Slap Shot,FALSE,-64,-28
2019-01-23T00:00:00Z,Wrist Shot,FALSE,-86,-8
2019-01-23T00:00:00Z,Wrist Shot,TRUE,53,23
2019-01-23T00:00:00Z,Snap Shot,TRUE,-59,-13
2019-01-24T00:30:00Z,Slap Shot,TRUE,-61,17
2019-02-12T00:00:00Z,Snap Shot,FALSE,-65,14
2019-02-15T03:30:00Z,Wrist Shot,TRUE,72,23
2019-02-18T02:00:00Z,Slap Shot,TRUE,-59,-26
2019-02-19T03:30:00Z,Slap Shot,FALSE,57,27
2019-02-19T03:30:00Z,Slap Shot,FALSE,-55,-24
2019-02-22T00:00:00Z,Slap Shot,FALSE,-41,-17
2019-02-23T18:00:00Z,Wrist Shot,TRUE,63,-3
2019-03-02T00:00:00Z,Wrist Shot,FALSE,-77,7
2019-03-03T17:30:00Z,,TRUE,80,-8
2019-03-07T00:30:00Z,Snap Shot,FALSE,-69,-21
2019-03-16T23:00:00Z,Wrist Shot,FALSE,54,11
2019-03-16T23:00:00Z,Wrist Shot,TRUE,-73,11
2019-03-26T23:00:00Z,Slap Shot,TRUE,-51,-1
2019-03-30T23:00:00Z,Wrist Shot,TRUE,-64,12
2019-03-30T23:00:00Z,Slap Shot,FALSE,-49,-22
2019-04-11T23:30:00Z,Wrist Shot,FALSE,-65,-20
2019-04-18T23:00:00Z,Slap Shot,FALSE,-55,-23
2019-04-21T00:00:00Z,Slap Shot,FALSE,-45,-9
2019-04-22T23:00:00Z,Snap Shot,TRUE,66,6
2020-01-08T00:00:00Z,Snap Shot,TRUE,61,-26
2020-01-08T00:00:00Z,Slap Shot,TRUE,-76,-26
2020-01-14T00:00:00Z,Wrist Shot,TRUE,-73,1
2020-01-14T00:00:00Z,Slap Shot,FALSE,-53,-22
2020-01-17T00:00:00Z,Slap Shot,FALSE,-52,-21
2020-01-17T00:00:00Z,Snap Shot,TRUE,-59,-16
2020-01-17T00:00:00Z,Wrist Shot,TRUE,-78,6
2020-01-18T18:00:00Z,Wrist Shot,TRUE,-77,5
2020-01-18T18:00:00Z,Wrist Shot,TRUE,-76,-21
2020-01-18T18:00:00Z,Wrist Shot,TRUE,-19,-15
2020-01-30T00:30:00Z,Wrist Shot,TRUE,-82,3
2020-02-01T00:30:00Z,Wrist Shot,TRUE,67,-11
2020-02-01T00:30:00Z,Wrist Shot,FALSE,-48,-5
2020-02-05T00:00:00Z,Wrist Shot,TRUE,-80,-5
2020-02-05T00:00:00Z,Wrist Shot,TRUE,-82,1
2020-02-05T00:00:00Z,Wrist Shot,TRUE,49,0
2020-02-21T00:00:00Z,Wrist Shot,TRUE,-52,-20
2020-02-22T18:00:00Z,Slap Shot,TRUE,-64,20
2020-02-26T00:00:00Z,Snap Shot,TRUE,-82,3
2020-02-26T00:00:00Z,Backhand,TRUE,-79,-5
2020-03-02T01:00:00Z,Slap Shot,FALSE,31,21
2020-03-02T01:00:00Z,Slap Shot,TRUE,66,22
2020-03-06T00:00:00Z,Snap Shot,TRUE,57,16
2020-03-06T00:00:00Z,Snap Shot,TRUE,78,9
2020-03-09T23:00:00Z,Wrist Shot,TRUE,-68,-1
2020-07-29T20:00:00Z,Slap Shot,FALSE,-64,-16
2020-07-29T20:00:00Z,Snap Shot,TRUE,71,14
2020-08-15T00:00:00Z,Wrist Shot,TRUE,-79,3
2020-08-15T00:00:00Z,Tip-In,TRUE,78,1
2020-08-19T00:00:00Z,Slap Shot,FALSE,-41,-25
2020-08-19T00:00:00Z,Wrist Shot,TRUE,66,-15
2021-01-17T17:00:00Z,Wrist Shot,TRUE,-82,-4
2021-01-31T00:00:00Z,Wrist Shot,TRUE,44,-14
2021-02-05T00:00:00Z,Wrist Shot,TRUE,54,17
2021-02-07T17:00:00Z,Snap Shot,FALSE,-59,-19
2021-02-07T17:00:00Z,Slap Shot,TRUE,31,0
2021-02-21T19:00:00Z,Wrist Shot,FALSE,-84,-9
2021-02-28T20:00:00Z,Snap Shot,TRUE,53,1
2021-03-08T00:00:00Z,Wrist Shot,TRUE,-77,-11
2021-03-12T00:00:00Z,Slap Shot,TRUE,49,-30
2021-03-14T00:00:00Z,Wrist Shot,FALSE,-51,-19
2021-03-15T23:00:00Z,Snap Shot,TRUE,-67,2
2021-03-16T23:00:00Z,Slap Shot,FALSE,62,28
2021-03-19T23:00:00Z,Wrist Shot,TRUE,-83,2
2021-03-19T23:00:00Z,Backhand,TRUE,-82,2
2021-03-25T23:00:00Z,Slap Shot,TRUE,63,18
2021-03-26T23:00:00Z,Wrist Shot,TRUE,-77,7
2021-03-26T23:00:00Z,Slap Shot,TRUE,-69,-24
2021-03-28T16:00:00Z,Wrist Shot,TRUE,78,32
2021-04-04T19:00:00Z,Snap Shot,FALSE,82,6
2021-04-08T23:00:00Z,Slap Shot,FALSE,52,19
2021-04-09T23:00:00Z,Wrist Shot,TRUE,-37,-32
2021-04-13T23:00:00Z,Wrist Shot,FALSE,-52,-22
2021-04-17T16:30:00Z,Slap Shot,FALSE,51,22
2021-04-17T16:30:00Z,Slap Shot,FALSE,-56,-13
2021-05-19T22:30:00Z,Snap Shot,FALSE,69,19
2021-05-21T22:30:00Z,Slap Shot,FALSE,-47,-22
2021-10-13T23:30:00Z,Wrist Shot,FALSE,-78,-13
2021-10-13T23:30:00Z,Backhand,TRUE,-84,-3
2021-10-16T23:00:00Z,Snap Shot,TRUE,58,-2
2021-10-19T23:00:00Z,Wrist Shot,TRUE,53,21
2021-10-23T17:00:00Z,Wrist Shot,TRUE,64,18
2021-10-25T23:00:00Z,Wrist Shot,TRUE,79,-3
2021-10-25T23:00:00Z,Wrist Shot,TRUE,-55,-10
2021-10-27T23:00:00Z,Snap Shot,FALSE,-86,-7
2021-10-29T23:00:00Z,Wrist Shot,TRUE,40,19
2021-11-04T23:00:00Z,Wrist Shot,TRUE,-60,-14
2021-11-09T00:00:00Z,Tip-In,TRUE,58,2
2021-11-13T00:00:00Z,Deflected,TRUE,-48,-15
2021-11-21T03:30:00Z,Slap Shot,FALSE,-58,-21
2021-11-21T03:30:00Z,Wrist Shot,TRUE,49,1
2021-11-22T02:00:00Z,Wrist Shot,TRUE,-56,7
2021-11-26T22:00:00Z,Wrist Shot,FALSE,74,11
2021-11-26T22:00:00Z,Snap Shot,TRUE,66,-30
2021-11-26T22:00:00Z,Slap Shot,TRUE,-73,-1
2021-11-28T18:00:00Z,Wrist Shot,TRUE,-85,-6
2021-12-05T00:00:00Z,Snap Shot,TRUE,55,-21
2021-12-07T00:00:00Z,Backhand,TRUE,-78,-3
2021-12-16T01:00:00Z,Slap Shot,FALSE,-58,-24
2021-12-18T01:00:00Z,Wrist Shot,TRUE,12,4
2022-01-01T00:30:00Z,Slap Shot,FALSE,41,15
2022-01-01T00:30:00Z,Snap Shot,TRUE,58,-27
2022-01-15T19:00:00Z,Wrist Shot,TRUE,-80,2
2022-01-16T19:00:00Z,Slap Shot,FALSE,-57,-27
2022-01-19T00:00:00Z,Wrist Shot,TRUE,-74,-12
2022-01-23T00:00:00Z,Snap Shot,TRUE,-80,3
2022-01-23T00:00:00Z,Snap Shot,TRUE,-76,1
2022-02-16T01:00:00Z,Slap Shot,FALSE,-58,-27
2022-02-16T01:00:00Z,Wrist Shot,TRUE,57,3
2022-02-25T00:00:00Z,Wrist Shot,TRUE,81,-7
2022-03-04T00:00:00Z,Slap Shot,FALSE,53,27
2022-03-06T00:00:00Z,Slap Shot,FALSE,-58,-29
2022-03-09T02:00:00Z,Wrist Shot,TRUE,-60,-13
2022-03-09T02:00:00Z,Wrist Shot,TRUE,17,-34
2022-03-15T23:00:00Z,Snap Shot,TRUE,-56,12
2022-03-17T23:00:00Z,Snap Shot,FALSE,55,17
2022-03-18T23:00:00Z,Snap Shot,FALSE,56,27
2022-03-18T23:00:00Z,Backhand,TRUE,80,1
2022-03-20T21:00:00Z,Slap Shot,FALSE,51,16
2022-03-25T23:00:00Z,Slap Shot,TRUE,51,-3
2022-03-25T23:00:00Z,Backhand,TRUE,-80,-4
2022-03-26T23:00:00Z,Snap Shot,FALSE,-81,-7
2022-04-06T23:30:00Z,Snap Shot,TRUE,-73,4
2022-04-09T19:00:00Z,Slap Shot,FALSE,56,19
2022-04-10T17:30:00Z,Wrist Shot,TRUE,-70,0
2022-04-12T23:00:00Z,Backhand,TRUE,-89,-11
2022-04-16T23:00:00Z,Wrist Shot,TRUE,-72,-5
2022-04-19T01:00:00Z,Wrist Shot,FALSE,-79,-8
2022-04-21T02:00:00Z,Snap Shot,TRUE,-62,-26
2022-04-21T02:00:00Z,Slap Shot,TRUE,52,-23
2022-05-07T17:00:00Z,Slap Shot,FALSE,-58,-17
2022-10-05T23:00:00Z,Wrist Shot,TRUE,-14,-39
2022-10-08T23:00:00Z,Slap Shot,FALSE,-40,-16
2022-10-17T23:00:00Z,Wrist Shot,FALSE,-68,-15
2022-10-17T23:00:00Z,Tip-In,TRUE,-81,5
2022-10-24T23:00:00Z,Slap Shot,FALSE,61,26
2022-10-30T00:00:00Z,Wrist Shot,TRUE,-63,-32
2022-10-31T23:00:00Z,Slap Shot,FALSE,-70,-26
2022-11-03T23:00:00Z,Snap Shot,TRUE,-68,-20
2022-11-05T23:00:00Z,Slap Shot,FALSE,65,34
2022-11-08T01:00:00Z,Wrist Shot,FALSE,66,19
2022-11-18T01:00:00Z,Wrist Shot,TRUE,73,3
2022-11-24T00:30:00Z,Slap Shot,TRUE,67,15
2022-11-25T19:00:00Z,Snap Shot,FALSE,-67,-19
2022-11-30T03:00:00Z,Wrist Shot,TRUE,85,2
2022-11-30T03:00:00Z,Slap Shot,TRUE,62,29
2022-12-08T00:00:00Z,Wrist Shot,TRUE,65,-39
2022-12-08T00:00:00Z,Backhand,TRUE,80,-1
2022-12-10T00:00:00Z,Wrist Shot,TRUE,13,-16
2022-12-12T00:00:00Z,Wrist Shot,TRUE,-34,7
2022-12-14T02:00:00Z,Wrist Shot,TRUE,76,9
2022-12-14T02:00:00Z,Tip-In,FALSE,85,4
2022-12-14T02:00:00Z,Wrist Shot,TRUE,85,4